placavehiculo,cilindraje,modelovehiculo,clasedevehiculo,tipodeservicio,numeromotorvehiculo,numerochasis,capacidadpasajeros,numerofacturadeventa,tipodecombustible,estado
ABO488,1995,2013,CAMPERO,PARTICULAR,M9RD835C014843,VF1VY0H0MDC411546,5,,GASOLINA,ACTIVO
WIY78A,99,2013,MOTOCICLETA,PARTICULAR,DUZWCG19107,9FLDUC4Z6DAA81135,1,14403,GASOLINA,ACTIVO
DTF13D,124.59,2014,MOTOCICLETA,PARTICULAR,JEZWDE11401,9FLA37CZ8EAA42515,1,16297,GASOLINA,ACTIVO
ABO223,1000,2010,AUTOMOVIL,PARTICULAR,B10S1317522KC2,N/N,4,3740,GASOLINA,ACTIVO
WIH11A,110,2009,MOTOCICLETA,PARTICULAR,5AV855197,9FK2P611992855197,0,103,GASOLINA,ACTIVO
VAJ220,5400,1965,BUS ESCALERA,PUBLICO,FEG054388C,BG15EG03116,40,0,GASOLINA,ACTIVO
MSU241,1206,2015,AUTOMOVIL,PARTICULAR,B12D1*213823KD3*,9GAMF48D5FB028446,5,7764,GASOLINA,ACTIVO
WIQ18A,97,2011,MOTOCICLETA,PARTICULAR,HA11EDA9M06446,9FMHA1121BF026087,1,7,GASOLINA,ACTIVO
XMR77A,110,2004,MOTOCICLETA,PARTICULAR,4ST706623,9FKKE048441706623,1,4545,GASOLINA,ACTIVO
EVN631,2600,1994,CAMIONETA,PARTICULAR,952748,B260001183,2,800,ACPM,ACTIVO
BTI332,1000,2006,AUTOMOVIL,PARTICULAR,B10S1458585KA2,KL1MM61016C156912,5,0,GASOLINA,ACTIVO
WGX06D,199.5,2017,MOTOCICLETA,PARTICULAR,JLZCGL10108,9FLA36FZ0HDH89602,1,22741,GASOLINA,ACTIVO
ABO348,1500,2011,AUTOMOVIL,PARTICULAR,F15S33843401,9GATD51Y9BB064235,4,729045,GASOLINA,ACTIVO
TJY213,1310,2015,CAMIONETA,PUBLICO,BG13-0314073298,LGHK121A4F9B00648,2,235442,GASOLINA,ACTIVO
WIG76A,110,2009,MOTOCICLETA,PARTICULAR,5AV855705,9FK2P611992855704,1,109,GASOLINA,ACTIVO
EKN133,2400,2003,CAMIONETA,PARTICULAR,2917314,9FH33UNE838000275,2,673,GASOLINA,ACTIVO
WGV15D,149.5,2017,MOTOCICLETA,PARTICULAR,JEZCFE34672,9FLA66DZ6HBD04871,1,22021,GASOLINA,ACTIVO
DDW199,1600,2010,AUTOMOVIL,PARTICULAR,F710Q016048,9FBLSRAHBAM026170,5,5262,GASOLINA,ACTIVO
DTG85D,124.6,2015,MOTOCICLETA,PARTICULAR,JZZWDH80358,9FLJZC1Z9FCE38596,1,16906,GASOLINA,ACTIVO
WIK83A,149,2010,MOTOCICLETA,PARTICULAR,KC09E-3009537,9FMKC0P23AF004110,1,,GASOLINA,ACTIVO
LEA744,1600,1980,CAMPERO,PARTICULAR,12R2156463,F20100925,5,450,GASOLINA,ACTIVO
LXH80E,99.27,2018,MOTOCICLETA,PARTICULAR,DUZWHK15536,9FLA18AZXJDG03160,1,25523,GASOLINA,ACTIVO
TBK491,5700,2002,CAMION,PUBLICO,849915,9GDNPR71L2B550508,2,0,ACPM,ACTIVO
DTK14D,249,2015,MOTOCICLETA,PARTICULAR,G391E010169,9FKKG0411F2010169,1,2593,GASOLINA,ACTIVO
WIC47A,125,2008,MOTOCICLETA,PARTICULAR,DSGBPG66294,MD2DSB5Z38VG04295,1,737,GASOLINA,ACTIVO
ASN18A,125,2004,MOTOCICLETA,PARTICULAR,5GP015273,9FK5GP11531015273,1,4059,GASOLINA,ACTIVO
TJY002,7636,2013,CAMION,PUBLICO,470HM2U1594392,3HAMMAAL0DL173171,2,151188,ACPM,ACTIVO
WIS66A,97,2012,MOTOCICLETA,PARTICULAR,HA11EDB9J26997,9FMHA1122CF017142,0,1206,GASOLINA,ACTIVO
SLH701,5307,2009,BUS,PUBLICO,J05CTF19325,JHDFC4JKU9XX10676,38,0,ACPM,ACTIVO
NQX93,110,2003,MOTOCICLETA,PARTICULAR,4ST495077,9FK5GE11621495077,1,4027,GASOLINA,ACTIVO
CPG431,2605,2007,CAMIONETA,PARTICULAR,G6349701,9FJUN84G270106329,5,0,GASOLINA,ACTIVO
TKE577,6600,1995,CAMION,PUBLICO,9LN02674,CM95306604,2,23404,ACPM,ACTIVO
LLB076,3000,1977,CAMION,PARTICULAR,FD42002231,DT704721,2,717,GASOLINA,ACTIVO
WWK77A,100,2003,MOTOCICLETA,PARTICULAR,02M18E41170,03A20F15498,1,1159,GASOLINA,ACTIVO
RES580,1598,2011,AUTOMOVIL,PARTICULAR,F710Q060729,9FBBSRADDBM021708,5,0,GASOLINA,ACTIVO
TQH57C,178,2013,MOTOCICLETA,PARTICULAR,DJZCCD08229,9FLDJC5Z4DAJ19983,1,13938,GASOLINA,ACTIVO
SMI078,7200,2007,VOLQUETA,PUBLICO,9SZ32561,9GDP7H1C47B006459,2,5318,ACPM,ACTIVO
FFN21A,100,2000,MOTOCICLETA,PARTICULAR,5JU102646,5JU102646,1,318,GASOLINA,ACTIVO
PEJ992,1300,1996,AUTOMOVIL,PARTICULAR,M001183,CL432485,5,463,GASOLINA,ACTIVO
DTG94D,102,2015,MOTOCICLETA,PARTICULAR,PAZWEL17603,9FLA57AZ9FAE01336,1,17201,GASOLINA,ACTIVO
BGX412,1000,1996,AUTOMOVIL,PARTICULAR,G10474715,N/N,5,19268,GASOLINA,ACTIVO
UFT293,7200,2004,CAMION,PUBLICO,9SZ15842,9GDV7H4C44B470108,2,109666,ACPM,ACTIVO
PEM794,1400,1998,AUTOMOVIL,PARTICULAR,E7JP700-DA39429,CL641624,5,931,GASOLINA,ACTIVO
WIA51A,110,2007,MOTOCICLETA,PARTICULAR,5C91013622,9FKKE098P72013622,2,1000166,GASOLINA,ACTIVO
WIS60A,220,2012,MOTOCICLETA,PARTICULAR,DKGBUG71014,9FLDKC2Z6CAA05454,1,2440,GASOLINA,ACTIVO
BFX21A,125,2007,MOTOCICLETA,PARTICULAR,5GP031500,9FK5GP11D72031500,1,3,GASOLINA,ACTIVO
WIJ70A,101,2010,MOTOCICLETA,PARTICULAR,5AV911826,9FK2P6112A2911826,1,2405,GASOLINA,ACTIVO
SMI192,7200,2008,VOLQUETA,PUBLICO,7G04245552M70741135,1M2AL02C68M008137,2,88131,GASOLINA,ACTIVO
WIF55A,110,2009,MOTOCICLETA,PARTICULAR,5C92012005,9FKKE098D92012005,1,24,GASOLINA,ACTIVO
SMI140,7600,2008,CAMION,PUBLICO,35191736,3HTWYAHT38N5723200,2,359922,ACPM,ACTIVO
IJT70C,124,2011,MOTOCICLETA,PARTICULAR,E3B4E006020,9FK3B2116B2006020,1,6032,GASOLINA,ACTIVO
RVN19C,249,2012,MOTOCICLETA,PARTICULAR,MC42E0014926,ME4MC4247C800000,1,764,GASOLINA,ACTIVO
QGD501,1591,2013,AUTOMOVIL,PARTICULAR,G4FCDU286758,KMHCT41DADU430303,5,0,GASOLINA,TRASLADO
DTD92D,199.5,2014,MOTOCICLETA,PARTICULAR,JLZCDE03693,9FLA36FZ2EBK28175,1,15832,GASOLINA,ACTIVO
DTL36D,124,2015,MOTOCICLETA,PARTICULAR,157FMIME132811,9F2B11259FE211930,1,5566,GASOLINA,ACTIVO
DTL04D,124,2015,MOTOCICLETA,PARTICULAR,157FMI-3*B2Y29579*,9FSNF41J9FC170578,1,5938,GASOLINA,ACTIVO
SOQ615,5307,2011,BUS,PUBLICO,JO5CTF22424,JHDFC4JKUBXX12332,35,122103,ACPM,ACTIVO
WGX80D,99.38,2017,MOTOCICLETA,PARTICULAR,PFZWFC01368,9FLA35AZ5HAH22223,1,22969,GASOLINA,ACTIVO
KUL413,7636,2007,CAMION,PUBLICO,470HM2U1505862,3HAMMAAR87L485487,3,0,ACPM,ACTIVO
GWK18A,650,2001,MOTOCICLETA,PARTICULAR,P411116397,XF650SC001565,1,2901002748,GASOLINA,ACTIVO
WIM35A,106,2010,MOTOCICLETA,PARTICULAR,5C93005940,9FKKE0980A2005940,1,1462,GASOLINA,ACTIVO
MSU483,1206,2017,AUTOMOVIL,PARTICULAR,B12D1*160850214*,9GAMF48D6HB019192,5,9616,GASOLINA,ACTIVO
WIL54A,124,2011,MOTOCICLETA,PARTICULAR,JAMBSM70310,MD2JKB1Z0BFM00254,1,10924,GASOLINA,ACTIVO
ABO010,1400,2006,AUTOMOVIL,PARTICULAR,A712QO23360,9FBBBOL116M907146,5,4881,GASOLINA,ACTIVO
WHB62D,199.5,2018,MOTOCICLETA,PARTICULAR,JLZCHK87249,9FLA36FZ2JBD00392,1,24265,GASOLINA,ACTIVO
WIE78A,150,2008,MOTOCICLETA,PARTICULAR,162FMJ88101009,LHJYCKLA68B802742,1,1239,GASOLINA,ACTIVO
WII08A,200,2009,MOTOCICLETA,PARTICULAR,K166FML30030603,LAEMN24038B930509,1,725,GASOLINA,ACTIVO
WHB97D,124.59,2017,MOTOCICLETA,PARTICULAR,JEZWFJ29318,9FLA37CZ9HDJ93847,1,25023,GASOLINA,ACTIVO
JLB396,1000,1988,AUTOMOVIL,PARTICULAR,G10233121,N/N,4,259750,GASOLINA,ACTIVO
WGT24D,107,2016,MOTOCICLETA,PARTICULAR,KB222092138,9FLE10000GCL38024,1,21273,GASOLINA,ACTIVO
TOB899,2200,1997,CAMPERO,PUBLICO,1349916,JGCAA121Y27GVA00070,9,23,ACPM,ACTIVO
JZO40C,135,2011,MOTOCICLETA,PARTICULAR,JEGBTH00187,MD2JDB1Z9BVH0175,1,511,GASOLINA,ACTIVO
WGW12D,149,2016,MOTOCICLETA,PARTICULAR,KD07E2187208,9FMKD0722HF000041,1,2354,GASOLINA,ACTIVO
WIH45A,150,2009,MOTOCICLETA,PARTICULAR,KC09E3000979,KC09E3000979,1,217,GASOLINA,ACTIVO
WIL39A,114,2010,MOTOCICLETA,PARTICULAR,E3H4E002333,9FKKE1379B2002333,1,,GASOLINA,ACTIVO
BMZ496,1000,2003,AUTOMOVIL,PARTICULAR,K10A310553,9GAEHA62SB730518,5,43367,GASOLINA,ACTIVO
DTK75D,102,2016,MOTOCICLETA,PARTICULAR,PAZWEM44060,9FLA57AZXGDF17712,1,20463,GASOLINA,ACTIVO
DTJ33D,149,2015,MOTOCICLETA,PARTICULAR,162FMJMQ226219,9F2B5150XFAC40951,1,4637,GASOLINA,ACTIVO
TMB108,9000,1978,CAMION,PUBLICO,10677811,DT808004,2,31786,ACPM,ACTIVO
WIO19A,124,2011,MOTOCICLETA,PARTICULAR,JL158FMI20801000099,9FNAAKJS3A5080062,1,32,GASOLINA,ACTIVO
AOV77A,115,2000,MOTOCICLETA,PARTICULAR,E409TH401154,BE42CTH401154,1,5199,GASOLINA,ACTIVO
WGU17D,178.6,2016,MOTOCICLETA,PARTICULAR,DJZCFH72359,9FLA12DZ7GCB80383,1,2618,GASOLINA,ACTIVO
XOO24A,100,2004,MOTOCICLETA,PARTICULAR,5VA208195,9FKKBOO4Y41208195,1,393,GASOLINA,ACTIVO
WND659,1400,1991,AUTOMOVIL,PARTICULAR,1JB18IR79305,N/N,4,1343,GASOLINA,ACTIVO
WGW53D,124.6,2017,MOTOCICLETA,PARTICULAR,KN25SR2235692,9FLU62011HCG48270,1,22572,GASOLINA,ACTIVO
BHV037,1300,1997,AUTOMOVIL,PARTICULAR,B13NE31011068,N/N,5,6113,GASOLINA,ACTIVO
ABO366,2295,2011,CAMIONETA,PARTICULAR,16195110011253E10-4,KPTS0A16SBP136867,7,,GASOLINA,ACTIVO
WIX42A,99,2013,MOTOCICLETA,PARTICULAR,DUZWCC30482,9FLDUC4Z5DAJ65069,1,14087,GASOLINA,ACTIVO
WIG07A,135,2009,MOTOCICLETA,PARTICULAR,JNGBRA24751,MD2JNB2Z89VA06560,1,1383,GASOLINA,ACTIVO
WGW69D,99.27,2017,MOTOCICLETA,PARTICULAR,DUZWGM17639,9FLA18AZ8HDG54344,1,22630,GASOLINA,ACTIVO
BFR27A,110,2007,MOTOCICLETA,PARTICULAR,5AV629642,9FK2P611T72629642,1,3331,GASOLINA,ACTIVO
SKE974,14000,1993,TRACTOCAMION,PUBLICO,11669982,J590312,2,734277,ACPM,ACTIVO
MSU123,1206,2014,AUTOMOVIL,PARTICULAR,B12D1*975434KC3*,9GAMF48D3EB022188,5,6773,GASOLINA,ACTIVO
TJY387,2999,2018,CAMIONETA,PUBLICO,2Y4187,9GDNLR77XJB003513,2,10181,ACPM,ACTIVO
LXG99E,179,2018,MOTOCICLETA,PARTICULAR,163FMKPQ472802,9F2A71805J5000948,1,914,GASOLINA,ACTIVO
DTL89D,124,2015,MOTOCICLETA,PARTICULAR,157FMI-3*B2X48393*,9FSNF41B9FC266641,1,975,GASOLINA,ACTIVO
WIS38A,220,2012,MOTOCICLETA,PARTICULAR,DKGBUG69259,9FLDKC2ZXCAM05109,0,164556,GASOLINA,ACTIVO
WIL67A,153,2011,MOTOCICLETA,PARTICULAR,45D1022092,9FKKG0340B2022092,1,,GASOLINA,ACTIVO
WID05A,125,2008,MOTOCICLETA,PARTICULAR,29C1-012808,29C1012808,1,1000531,GASOLINA,ACTIVO
WGW21D,124,2016,MOTOCICLETA,PARTICULAR,F453-TH726217,9FSBF45G7GC223751,0,4691,GASOLINA,ACTIVO
WZZ87A,125,2003,MOTOCICLETA,PARTICULAR,5GP-014111,9FK5GP1133014111,2,663,GASOLINA,ACTIVO
NOB350,7000,1975,VOLQUETA,PUBLICO,62W34365,F70EW50715,2,0,GASOLINA,TRASLADO
QKD83C,107,2012,MOTOCICLETA,PARTICULAR,KB201739188,9FLB80001CCK04728,1,0,GASOLINA,ACTIVO
WIR57A,109,2012,MOTOCICLETA,PARTICULAR,JC47E-4002722,9FMJC4728CF003671,0,806,GASOLINA,ACTIVO
CQF402,1600,2008,AUTOMOVIL,PARTICULAR,F16D3842755C,N/N,4,15665,GASOLINA,ACTIVO
MSU514,2488,2017,CAMIONETA,PARTICULAR,YD25-658023P,3N6CD33B7ZK372678,5,22882,ACPM,ACTIVO
LXG87E,178.6,2018,MOTOCICLETA,PARTICULAR,DJZCGG58679,9FLA12DZ7JAG97752,1,25345,GASOLINA,ACTIVO
EAN04A,125,1996,MOTOCICLETA,PARTICULAR,3TL054617,3TL054617,1,1163,GASOLINA,ACTIVO
DTG62D,124,2014,MOTOCICLETA,PARTICULAR,E3F4E078166,9FKKE1393E2078166,1,3807,GASOLINA,ACTIVO
DTE46D,124.6,2014,MOTOCICLETA,PARTICULAR,JZZWDE14372,9FLJZC1ZXEAL31029,1,16057,GASOLINA,ACTIVO
RIG71,110,2004,MOTOCICLETA,PARTICULAR,4ST-546183,9FK5GE11P31546183,1,3613,GASOLINA,ACTIVO
VZR263,1300,1991,AUTOMOVIL,PARTICULAR,E3304721,323NT304878,4,4161,GASOLINA,ACTIVO
DTI29D,124.8,2015,MOTOCICLETA,PARTICULAR,E3M2E058727,9FKKE2009F2058727,1,4014,GASOLINA,ACTIVO
BCO185,1600,1993,CAMIONETA,PARTICULAR,229905,TSD46502,3,361905,GASOLINA,ACTIVO
CER532,1300,1997,AUTOMOVIL,PARTICULAR,JE0001088,N/N,5,,GASOLINA,ACTIVO
WTN964,4500,2007,BUS,PUBLICO,E1S188248,9CNC03CP37B002487,29,7503,ACPM,ACTIVO
DTM02D,124,2015,MOTOCICLETA,PARTICULAR,E3F4E098886,9FKKE1393F2098886,1,4302,GASOLINA,ACTIVO
DTL18D,124.8,2015,MOTOCICLETA,PARTICULAR,E3M2E085856,9FKKE2010F2085856,1,4238,GASOLINA,ACTIVO
LAB598,2300,1990,CAMIONETA,PARTICULAR,711660,TS966726,5,10883,GASOLINA,ACTIVO
DTG40D,125,2015,MOTOCICLETA,PARTICULAR,157FMILQ366133,9F2B91250FAC05016,1,3353,GASOLINA,ACTIVO
SMI106,3856,2007,CAMION,PUBLICO,CY4102BZLQ06132842,LJ11KDB0671001098,2,126,GASOLINA,ACTIVO
HME933,1400,1988,AUTOMOVIL,PARTICULAR,M812461,351360,4,498,GASOLINA,ACTIVO
MSU445,1399,2016,AUTOMOVIL,PARTICULAR,LCU*153490720*,9GASA52M3GB049043,5,9236,GASOLINA,ACTIVO
WGZ27D,124,2017,MOTOCICLETA,PARTICULAR,E3V3E007932,9FKSEB614H2007932,1,3765,GASOLINA,ACTIVO
RIC89C,134,2012,MOTOCICLETA,PARTICULAR,JEGBUE65372,9FLJDC1Z1CAM36683,1,328,GASOLINA,ACTIVO
WIN84A,99,2011,MOTOCICLETA,PARTICULAR,DUMBTC70193,MD2DUB4Z1BFC02790,1,11309,GASOLINA,ACTIVO
WIW69A,134,2013,MOTOCICLETA,PARTICULAR,JEGBVA95488,9FLJDC1Z3DAJ61979,1,13870,GASOLINA,ACTIVO
CPI57B,125,2010,MOTOCICLETA,PARTICULAR,E3B6E116937,9FKKE1102A2116937,1,2530,GASOLINA,ACTIVO
JAW237,3000,2006,CAMIONETA,PARTICULAR,273629,8LBETF1E260001671,5,20783,ACPM,ACTIVO
LMB470,1300,1986,AUTOMOVIL,PARTICULAR,E3896603,323HB00351,4,0,GASOLINA,ACTIVO
WBA776,1600,1993,AUTOMOVIL,PARTICULAR,3JH02ND10464,5PD75723,5,4895,GASOLINA,ACTIVO
COH501,2800,2006,CAMPERO,PARTICULAR,H25A164126,8LDCSV38260007750,5,0,GASOLINA,ACTIVO
CIR030,1300,1997,AUTOMOVIL,PARTICULAR,E3381422,323HE511944,4,8491,GASOLINA,ACTIVO
WIP35A,134,2011,MOTOCICLETA,PARTICULAR,JEGBTD32318,MD2JDB1Z4BVD00306,1,11775,GASOLINA,ACTIVO
WIG27A,135,2009,MOTOCICLETA,PARTICULAR,JNGBRB49369,MD2JNB1Z49VB03918,1,1404,GASOLINA,ACTIVO
WIM11A,124,2010,MOTOCICLETA,PARTICULAR,F453-TH674066,9FSBF45G0AC173492,0,1256,GASOLINA,ACTIVO
WIT22A,124,2012,MOTOCICLETA,PARTICULAR,E3F4E022981,9FKKE1398C2022981,1,1991,GASOLINA,ACTIVO
WIQ35A,134,2011,MOTOCICLETA,PARTICULAR,JEGBTJ20666,9FLJDB1Z2BAC02662,1,12163,GASOLINA,ACTIVO
DTE43D,178.6,2014,MOTOCICLETA,PARTICULAR,DJZCDF24764,9FLDJC5Z6EAM35337,1,16040,GASOLINA,ACTIVO
WIK05A,124,2010,MOTOCICLETA,PARTICULAR,E3F4E000568,9FKKE1394A2000568,1,462,GASOLINA,ACTIVO
LAH566,4600,1994,CAMION,PARTICULAR,FD46004223A,PM149857,2,14,ACPM,ACTIVO
WIN63A,134,2011,MOTOCICLETA,PARTICULAR,JNMBTB45682,MD2JNB1Z9BFB00271,1,11234,GASOLINA,ACTIVO
GNI879,1300,1998,CAMPERO,PARTICULAR,G16B595088,0BBETD01VW0108338,5,0,ACPM,ACTIVO
BVP000,1300,1993,AUTOMOVIL,PARTICULAR,E3335513,323HE14502,4,3524,GASOLINA,ACTIVO
WIL91A,107,2011,MOTOCICLETA,PARTICULAR,KB201729327,LC2B80001B1800544,0,10949,GASOLINA,ACTIVO
SMI165,4500,2007,CAMION,PUBLICO,499472,N/N,2,8322,GASOLINA,TRASLADO
WIX34A,220,2013,MOTOCICLETA,PARTICULAR,DKZCCD06173,9FLDKC2Z6DAJ09988,1,14063,GASOLINA,ACTIVO
WIC54A,125,2008,MOTOCICLETA,PARTICULAR,DSGBPG66295,MD2DSB5Z08VG04111,1,757,GASOLINA,ACTIVO
WIT07A,220,2012,MOTOCICLETA,PARTICULAR,DKGBUE55602,9FLDKC2Z2CAL03996,1,13026,GASOLINA,ACTIVO
DTE88D,113.7,2014,MOTOCICLETA,PARTICULAR,E3H4E048341,9FKKE1371E2048341,1,3622,GASOLINA,ACTIVO
QUB19C,125,2012,MOTOCICLETA,PARTICULAR,E3B6E237386,9FKKE1100C2237386,1,0,GASOLINA,ACTIVO
DTE03D,152.9,2014,MOTOCICLETA,PARTICULAR,45D3049533,9FKKG048XE2049533,1,3454,GASOLINA,ACTIVO
YCZ24,110,2006,MOTOCICLETA,PARTICULAR,5AV519031,9FK2P611D61519031,1,1800,GASOLINA,ACTIVO
SMI263,4100,2008,CAMION,PUBLICO,1821556,9FPV126C081000911,2,1081,GASOLINA,ACTIVO
XMF79A,110,2004,MOTOCICLETA,PARTICULAR,4ST595995,9FKKE048N31595995,1,4108,GASOLINA,ACTIVO
WGY24D,178.6,2017,MOTOCICLETA,PARTICULAR,DJZCGE39654,9FLA12DZ6HAK91887,1,6609,GASOLINA,ACTIVO
WIY16A,125,2013,MOTOCICLETA,PARTICULAR,E3M2E001634,9FKKE2007D2001634,1,20089,GASOLINA,ACTIVO
COF794,2500,2006,CAMPERO,PARTICULAR,H25A165315,8LDCSV37B60009008,5,384357,GASOLINA,ACTIVO
MSU337,2488,2015,CAMPERO,PARTICULAR,2TRA703F015911,VF1VY0CAVFC535562,5,214167744,GASOLINA,ACTIVO
TJY036,15000,2013,TRACTOCAMION,PUBLICO,79567363,707758,2,5244,ACPM,ACTIVO
BBM916,2300,1992,CAMIONETA,PARTICULAR,114079,TSB73323,5,367881,GASOLINA,ACTIVO
HSB848,4000,1984,VOLQUETA,PUBLICO,FE6-104254B,CM458902,2,218122,ACPM,ACTIVO
EBE90A,125,1996,MOTOCICLETA,PARTICULAR,3TL075446,3TL075446,1,1741,GASOLINA,ACTIVO
WIV90A,178,2013,MOTOCICLETA,PARTICULAR,DJGBVB97265,9FLDJC5Z4DAG17331,1,13691,GASOLINA,ACTIVO
WIV27A,99,2013,MOTOCICLETA,PARTICULAR,DUMBUM33738,9FLDUC4Z9DAE51381,1,2726,GASOLINA,ACTIVO
WII01A,110,2009,MOTOCICLETA,PARTICULAR,KB20-1722333,LC2B8000691803451,1,1715,GASOLINA,ACTIVO
WID77A,200,2008,MOTOCICLETA,PARTICULAR,163FMLFJ171690,LLCJYL2078B513525,1,501,GASOLINA,ACTIVO
WGU95D,124,2016,MOTOCICLETA,PARTICULAR,ZS154FMI-38G103577,9F2C11252G5004690,1,106107,GASOLINA,ACTIVO
HIE382,3200,1979,CAMIONETA,PARTICULAR,QD32-031848A,FJ45-234974,2,0,ACPM,ACTIVO
SMI115,7200,2008,VOLQUETA,PUBLICO,6Z08225552M63538224,1M2AL02CX8M008013,2,87631,GASOLINA,ACTIVO
DTJ30D,99.27,2015,MOTOCICLETA,PARTICULAR,DUZWEC20218,9FLDUC4Z3FDH60488,1,17454,GASOLINA,ACTIVO
WHA85D,114,2017,MOTOCICLETA,PARTICULAR,E3S9E0002999,9FKUE1617H2002999,1,4466,GASOLINA,ACTIVO
VAM847,2953,2009,CAMIONETA,PARTICULAR,ZD30205918K,JN1ANUD22Z0004346,5,553,ACPM,ACTIVO
WIC13A,178,2008,MOTOCICLETA,PARTICULAR,DJGBPB47266,MD2DJB4Z88VB05383,1,670,GASOLINA,ACTIVO
WHB29D,124,2017,MOTOCICLETA,PARTICULAR,XS1P52QMI-3A16001720,9F2A51257H5003189,1,27042017,GASOLINA,ACTIVO
ITQ043,1000,1994,AUTOMOVIL,PARTICULAR,G10434087,N/N,4,0,GASOLINA,ACTIVO
KCB319,4200,1974,CAMIONETA,PARTICULAR,1569929,FJ4574290,2,47158,ACPM,ACTIVO
TJY181,1495,2015,AUTOMOVIL,PUBLICO,G4EBEM408302,MALCH41GAFM404591,5,18298,GASOLINA,ACTIVO
ZII74C,150,2013,MOTOCICLETA,PARTICULAR,2PB1002691,ME1KG0611D2002758,1,2222,GASOLINA,ACTIVO
WGX03D,99.27,2017,MOTOCICLETA,PARTICULAR,DUZWGM34472,9FLA18AZXHDH56325,1,22747,GASOLINA,ACTIVO
WGR66D,124.8,2016,MOTOCICLETA,PARTICULAR,E3M2E123210,9FKKE201XG2123210,1,5083,GASOLINA,ACTIVO
AOO68A,115,1999,MOTOCICLETA,PARTICULAR,F128-121442,BF14ASCO17658,1,5052,GASOLINA,ACTIVO
KJT72A,225,2006,MOTOCICLETA,PARTICULAR,G309E003515,9FKDG04X561003515,1,210,GASOLINA,ROBADO
DXX442,2400,2003,CAMIONETA,PARTICULAR,2921566,9FH31UNE838000620,3,0,GASOLINA,ACTIVO
DTN84D,149.5,2016,MOTOCICLETA,PARTICULAR,157FMJ25F101291,9FLJCKLF8GAE02782,1,20026,GASOLINA,ACTIVO
WIF82A,135,2009,MOTOCICLETA,PARTICULAR,JNGBRA13704,MD2JNB1Z18VA04519,1,1351,GASOLINA,ACTIVO
VCL306,14945,2007,TRACTOCAMION,PUBLICO,79221603,1HSXHAPT27J461032,1,0,ACPM,ACTIVO
WIE46A,135,2008,MOTOCICLETA,PARTICULAR,JNGBPM76047,MD2JNB1Z08VM00681,1,4060000,GASOLINA,ACTIVO
UFJ021,4000,1976,CAMPERO,PUBLICO,SH300530,J503458,10,5,GASOLINA,ACTIVO
DZL382,1598,2012,AUTOMOVIL,PARTICULAR,F710Q075986,9FBBSRADDCM025647,5,1834,GASOLINA,CANCELACION
WIE92A,135,2009,MOTOCICLETA,PARTICULAR,JNGBRA16345,MD2JNB1Z78VA04749,1,1194,GASOLINA,ACTIVO
BDE830,2300,1993,CAMIONETA,PARTICULAR,TD27020301A,TSD50709,2,7201,ACPM,ACTIVO
MSU253,1206,2015,AUTOMOVIL,PARTICULAR,B12D1*195014KD3*,9GAMF48D6FB022283,5,743801,GASOLINA,ACTIVO
WIN86A,179,2011,MOTOCICLETA,PARTICULAR,DJGBTD16017,MD2DJB5Z2BVD00420,1,11342,GASOLINA,ACTIVO
BMJ777,2003,2003,AUTOMOVIL,PARTICULAR,B700F742198,9FBC066053L800692,5,410477,GASOLINA,ACTIVO
WIL90A,124,2011,MOTOCICLETA,PARTICULAR,KN25SR2102462,LC2U62014B2100613,0,10948,GASOLINA,ACTIVO
XJG50A,100,2004,MOTOCICLETA,PARTICULAR,5VA205568,9FKKB004D31205568,2,702,GASOLINA,ACTIVO
CYZ796,1500,2008,AUTOMOVIL,PARTICULAR,ZY471463,9FCDF525280000887,5,4360,GASOLINA,ACTIVO
WIM96A,114,2010,MOTOCICLETA,PARTICULAR,E3F2E000008,9FKKE137XB2000008,1,1456,GASOLINA,ACTIVO
SMI212,4570,2008,CAMION,PUBLICO,541397,9GDNPR7188B011717,2,2464,GASOLINA,ROBADO
WIH73A,5000,2009,MAQ INDUSTRIAL,OFICIAL,SHA03950,N/N,0,3681,GASOLINA,ACTIVO
DTM61D,113.7,2015,MOTOCICLETA,PARTICULAR,E3H4E064397,9FKKE1377F2064397,1,4349,GASOLINA,ACTIVO
EVQ090,1300,1996,AUTOMOVIL,PARTICULAR,G13B288266,N/N,4,353606,GASOLINA,ACTIVO
VLF990,1500,1995,AUTOMOVIL,PARTICULAR,E5767865,333NP05591-5A,5,295,GASOLINA,ACTIVO
CHK902,4000,1992,CAMPERO,PARTICULAR,3F0315047,FJ730008052,2,0,GAS GASOLINA,ACTIVO
HLD267,2500,1971,AUTOMOVIL,PARTICULAR,GP23665,N/N,5,0,GASOLINA,ACTIVO
MSU255,995,2015,AUTOMOVIL,PARTICULAR,B10S1142120089,9GAMM6101FB032177,5,7878,GASOLINA,ACTIVO
DTD18D,124,2014,MOTOCICLETA,PARTICULAR,E3F4E068930,9FKKE1398E2068930,1,3858,GASOLINA,ACTIVO
KWR84,125,1996,MOTOCICLETA,PARTICULAR,3TL073415,3TL073415,2,848,GASOLINA,ACTIVO
WIA91A,110,2007,MOTOCICLETA,PARTICULAR,5C91021223,9FKKE098C72021223,1,279,GASOLINA,ACTIVO
WIB48A,110,2007,MOTOCICLETA,PARTICULAR,KB201702476,LC2B8000061803054,1,358,GASOLINA,ACTIVO
